NumFeatures	MonoMass	MinElutionTime	MaxElutionTime	TopPIC.Unique.ID	TopPIC.Mass	TopPIC.Retention.Time	TopPIC.Proteoform.Details	TopPIC.E.Value	TDPortal.Unique.ID	TDPortal.Mass	TDPortal.Retention.Time	TDPortal.Proteoform.Details	TDPortal.E.Value	H3_C1	H3_C2	H3_C3	H3_C4	H3_C5	H4_A1	H4_A2	H4_A3	H4_A4
7	9649.0116	67.891	69.636											226176.9		282447.9				231129.9	234844.1	
5	9649.46783	78.397	79.536											158212.4	94758.14					7495.33	75870.88	
2	9653.76119	28.247	29.802												48932.98							
8	9658.80861	28.718	30.98											386703.9	418045.7	64676.12	186116.5			23434.705		
1	9658.8496	53.212	54.357											355593.3								
1	9659.76	64.704	65.638	Cox6a1_1	9659.780274	66.00516667	P10818  (27-111) 	4.02e-21	P10818_9659.780095	9659.780095	65.918579	P10818  (27-111)  	1.2e-54	12062380	7402005	3955640	5642413	2237970	761360.8	2451165	7025521	991995.1
16	9661.7692	64.796	66.547											13179975	5101496	4183289	6247238	1509292.5	523209.7	2944513	7804417	1101378
5	9664.7838	32.485	33.972														51779.77	79070.68				
7	9666.1799	18.287	19.507											289503.55	157879.7	167093.7	141348.4	151325.55	25380.965	57812.535	127782.1	43234.8
1	9667.3908	21.635	22.411											134665.5	67850.3	28438.65	103864.4	71074.92		32854.71		
7	9670.4164	20.789	22.215											253289.8	86856.2	38068.155	254106.3	132255.4	12123.035	57494.97	91668.685	
1	9674.76699	63.696	65.519	Cox6a1_3	9674.76263	66.08483333	P10818  (27-111) [Methyl]	1.16e-06						825929.7								
1	9675.76334	59.791	61.355	Cox6a1_5	9675.78422	60.39466667	P10818  (27-111) [Plus1Oxy]	7.42e-08									134733.1					
2	9677.03929	15.151	16.545															15996.38		9671.125		
23	9677.7856	61.891	63.55											3777157	2655639	299871.9	468010.95	1090211.25	275884.85	1531042	1193482.45	500254.1
5	9680.1053	60.538	61.602											5383954	1396233.5	163950.4	273847.3	620537.6	128457.1	268579.6	161968.15	
1	9681.1348	60.424	62.149											4672054	963882.2		94860.99	213963.4	93006.11			
3	9687.7262	28.346	30.257											113829.8	106790.05							
5	9689.01439	84.82	85.536											90265.265	72314.35	18550.36	34172.395	13816.96		12130.05	25137.55	
1	9689.3145	17.286	18.497														26855.2					
1	9691.78489	59.335	63.059	Cox6a1_0	9691.76605	59.40733333	P10818  (27-111) [Plus2Oxy]	3.72e-06						8686590	7200507		644864.2	844162.6	206731.9		1199208	
18	9693.7403	62.923	64.982											530063.6	802320.45	200469.1	951020	945868.15	139620.2	145248.45	185354.25	
4	9696.09015	58.095	59.382											685071.5	277035.4							
1	9699.7664	71.157	72.449													63641.16						
2	9701.7759	71.36	73.2											33504.58		118309.65				50068.65		66883.6
1	9701.7924	66.754	67.805						P10818_9701.79066	9701.79066	66.83021852	P10818  (27-111)  	232.3080516			690189	1019975	676227.8				
1	9702.79595	66.861	67.744						F1LP80_9702.838215	9702.838215	66.95758149	F1LP80  (285-372)  	2.21e-10	3013062								
1	9702.8715	29.072	31.131	Atp5if1_7	9702.902785	29.702	Q03344  (25-107) 	1.61e-05	Q03344_9702.902615	9702.902615	29.41983076	Q03344  (25-107)  	5.85e-05	841713.5	394302.7		123843.7				39819.52	
4	9704.00595	84.666	85.43											62724.69	41176.115	17169.47	34313.64	16523.475		14096.29	14646.66	2063.29
10	9705.3866	29.125	30.822											418028	232066.6		76771.45				38748.72	
20	9708.7816	63.215	65.397											1671574	1166721.5	746371.9	800449	616941	33379.88	668442.35	813861	709254
1	9711.1679	71.777	73.189																	55408.56		
1	9712.16771	62.233	63.696	Uqcrq_1	9712.171875	62.67383333	Q7TQ16  (2-82) 	1.13e-20	Q7TQ16_9712.171725	9712.171725	62.65262391	Q7TQ16  (2-82)  	8.13e-42	936288.2		94074.89	1323267			78468.04		
3	9713.152	55.63	56.991											1305435								
16	9714.1414	62.964	65.165											1927760.5	2427694	881479.95	2138656	1620731	427855.95	930524.55	406256.55	1307649.6
3	9723.7644	59.609	61.452											384606.3	197148.5				18458.8			
1	9728.1183	62.782	64.081											267302.8								
2	9730.73625	67.665	69.164											1384648.05	372303.1							
3	9732.74129	67.759	69.427											2982777.5	343635.1	450769.85	171805.61					
1	9734.0854	76.33	77.634											27951.35								
3	9735.9944	84.26	85.043											42511.06	8706.03	1952.88						
1	9738.2325	85.472	86.661												36343.48							
1	9738.73955	59.903	62.507											1004638					69377.45			
2	9740.73	60.414	62.609											846579.85	361749.05			290695.9			225537.5	
1	9744.12691	61.259	62.061	Uqcrq_0 + Uqcrq_2	9744.15161 + 9744.1541	60.8695 + 61.2755	Q7TQ16  (2-82) [Plus2Oxy] + Q7TQ16  (2-82) [Plus2Oxy]	4.59e-09 + 2.5e-12							5359140		1295465		492306.8			
6	9745.1662	60.724	62.015											6215863.5	433447.8	157215.2	398858.95	176808.785	381227.9	369064.9	188409.75	331729.7
2	9747.154	76.619	77.779											25412.13								
1	9747.748	67.525	68.809											223044.7								
1	9754.1419	64.081	66.078						Q7TQ16_9754.18229	9754.18229	64.87958215	Q7TQ16  (2-82) N6-acetyl-L-lysine@1 RESID:55@31	1.82e-10				165220.5					
1	9755.6008	22.877	24.681						Q05175_9755.639165	9755.639165	24.18593522	Q05175  (117-220)  	1.85e-05		33245.25						130173.7	
4	9756.6037	23.379	25.005												33245.25						144559.5	
5	9756.7466	56.063	58.031																337370			215035.1
1	9758.2375	85.104	86.548											18450.05	39533.31		9894.08				11184.59	
5	9762.2251	85.288	86.631											79043.945	74207.8	3188.67	21126.32				14065.1	
1	9765.2443	85.536	86.758												19804.06							
8	9772.9879	70.058	71.878														879122.3	1671079.5		1488919.5	411794.2	
5	9773.17424	62.745	65.797											295894.9			234921.35		25460.63			
1	9774.2303	84.941	86.005											4382.72						3611.79	2385.34	
5	9777.22303	83.618	85.149											42699.665	21672.23		12069.61	4944.535		12264.55	10283.265	
1	9778.2323	84.645	85.891											3314.17						2678.01		
1	9781.121	72.449	74.174											47356.84								
2	9781.7926	15.622	16.645														14103.66		11054.12			17626.16
3	9784.2072	66.395	67.815																42824.86			
2	9786.9945	70.067	71.821																	178148.5	1147749.5	
1	9787.99615	69.991	71.825																	204921.7	1034426	
1	9790.7822	64.461	65.809	Cox6a1_2	9790.820759	65.3135	P10818  (26-111) 	0.000146983	P10818_9790.820585	9790.820585	64.98853929	P10818  (26-111)  	6.9e-09	371734.2	129083.3		45724.31					
7	9792.7964	64.539	66.118											662072.3	635314	134671.2	193472.35		52912.47	342273	285900.95	
5	9793.2321	84.208	85.613											23713.94	8597.48		13763.545	5973.34		17516.175	10892.45	
2	9793.8649	36.829	38.829											99535.83			112342.05	319908.3		276261.65		211245.6
1	9794.8698	37.178	38.125													30506.62	129777.1	289483.4		321474.4		114757.9
1	9795.8892	36.913	39.369																	276554.5		
3	9801.06892	93.828	94.822											138942.15	139759.8	9392.17		16285.31		36628.145		
1	9802.0889	93.838	95.308											132115.8	132594.1					33151.79		
1	9802.1657	63.063	64.492																12587.55			
1	9808.218	79.703	80.504																	3949.31		
4	9811.85955	36.338	38.412													16568.59	122711.45	137420.85		93186.54		126441.5
4	9813.86155	65.345	67.263											299212.05	280545	228303.6				460403.35	176567.3	
7	9814.0505	74.924	76.661											1571156	460614.045		199749					
3	9815.0255	29.777	30.976											134511.7	29714.71	49200.07	50243.09					
2	9817.0452	92.464	93.511											10123.535								
1	9819.1261	64.081	65.471											150515.5								
1	9820.1333	64.081	65.471											216455.6								
1	9830.0292	28.748	29.97											44099.46			34849.91					
1	9831.0298	28.748	30.113											29429.52								
4	9837.7013	20.836	21.956																		18635.475	
1	9837.97151	41.256	42.339													50918.21						
1	9841.05586	96.455	97.094											114373.2	260107.6	30686.83	101909.3	19886.95	14247.51			23129.41
1	9842.0349	96.368	97.094						D3ZBJ0_9842.09728	9842.09728	96.36502478	D3ZBJ0  (2-91)  	2.27e-08	117358.9	235522	46731.71	126723.2	32142.26	12174.51	32002.35	18572.62	27207.19
1	9843.1994	85.773	87.326																		19027.71	
3	9844.0892	96.627	97.276											76494.285	233347.6	22950.64	113699.8	18030.61	8102.01	44714.97	23146.595	21577.23
2	9846.3396	50.842	51.813											448734.8								
3	9846.3742	25.181	26.662															69409.77				
2	9857.5945	95.346	96.414											10949.48			11282.775					
4	9857.7065	13.752	15.422																		17078.545	
1	9858.8638	73.578	75.332															20022.03				
1	9870.86089	31.502	32.956											33337.54								
4	9873.1918	85.577	86.935												30598.09		11735.06			9502.77	21971.87	
2	9873.2031	74.792	76.236											177526.3								
1	9874.2219	74.792	76.236											193315.3								
2	9876.8735	70.667	72.143												165366.55							
2	9877.2954	83.54	84.418											136307.55	159865.45	30082.175	54967.66	19540.575		41864.69	97588.15	12225.015
2	9878.3061	83.971	84.834											134012.2	150419.8	24158.7	56321.82	15081.37		40561.195	93999.45	10349.32
1	9883.536	95.156	95.98											1889.03	8769.44							
1	9889.1457	77.158	78.336											347186.6								
1	9890.1865	77.819	79.057																		26370.3	
1	9904.03225	77.111	78.424											152552				61185.33				
2	9905.0558	77.465	78.712											152552	26253.79			61134.31			44057.19	
1	9908.2889	82.804	84.395											89132.55	42760.18	9416.15					8436.86	
2	9910.29005	82.854	83.606											88755.085	42383.6	7006.19					10116.715	
1	9920.2224	66.335	67.667														142501.5					
1	9921.22054	61.919	63.655													389750.2	181722.9					
2	9923.2169	61.567	62.709											619133.35								
2	9923.9594	34.512	36.168															26898.06				
1	9932.0913	50.071	51.066	Dbi_1	9932.123752	50.20916667	P11030  (2-87) [Acetyl]	1.26e-36	M0RDC5_9932.12358	9932.12358	50.22010046	M0RDC5  (2-87)  	3.92e-62	43672170	24739470	1647084	16831030	8138747	1228059	314851.3	34454870	4060627
10	9934.087	50.425	51.726											10107370	6530007	1324563	4219445	2770657.5	339845.3	6209120	10229470	2405925
13	9935.6277	19.318	20.708											107301.4	107708		40439.58	57801.36		54981.89	9531.52	
1	9936.6645	14.063	15.591																		11589.26	
1	9937.6805	14.063	15.591																		12039.7	
1	9943.85215	16.17	17.583													2620.31			2210.78			
1	9944.8758	16.17	17.699																2210.78			
3	9946.8899	64.394	66.005															164445		83180.84		
1	9948.08805	47.764	49.647	Dbi_3	9948.09013	47.869	P11030  (2-87) [Acetyl] & [Plus1Oxy]	2.72e-16						4030738	809706.8		4485975	2168191	211870.6	530289.3	4665048	178785.2
7	9949.09646	48.087	50.05											2631978	899824.9	128084.9	2179863	1545474	68492.72	410932.25	3134370	349246.2
7	9965.08705	45.629	47.859											680978.2	54576.095		842071.7	236596.8			244932.5	
1	9970.0851	18.27	19.649																3292.38			
1	9971.81134	43.001	44.545											281327.2								
1	9971.9701	64.081	65.471											338821.7								
3	9973.3453	54.116	55.443											379174.1	381497.015							
1	9973.8217	55.543	57.132	Cox6b1_0	9973.80993	56.20183333	D3ZD09  (2-86) [39.9718]	1.61e-09						466583.2								
2	9975.0887	52.219	54.063											528202.3	114820.8						282483	
1	9975.8278	59.524	61.543	Cox6b1_1	9975.848691	59.94566667	D3ZD09  (2-86) [Acetyl]	2.82e-14	D3ZD09_9975.84857	9975.84857	59.96539459	D3ZD09  (2-86)  	2.48e-23	1253950	335378.1					84618.89		
9	9977.8138	59.522	61.283											753521.2	3314742		352847.65		44580.37	982623		
1	9978.89095	79.137	79.9											35447.64	55223.22	9271.54						
2	9979.89558	79.239	80.06											45534.93	64092.19	17282.15				16147.4	29839.185	7271.82
2	9980.90358	79.239	80.06											34824.21	48790.56					12216.5	27943.54	6321.16
1	9987.2497	11.652	12.874	LOC100911295_2	9987.299058	12.1675	Q5U1W8  (2-96) 	1.79e-07	Q5U1W8_9987.298835	9987.298835	12.40567105	Q5U1W8  (2-96)  	2.08e-07		65897.19		56938.25	36957.24				
4	9988.19345	66.582	67.734											1097622.5	482645.7	283778.3	247749.1	77648.9			36748.91	
5	9988.2668	11.64	13.018											52133.56	44116.1	23679.65	30284.975	34360.74		9336.08		
2	9991.8694	58.641	60.212											270124.5								
1	9997.3182	65.339	66.61											512754.4								
1	9998.3279	65.339	66.61											607745.1								
1	10001.1902	65.331	66.843											610725.3	140839.2	180442.9	131658.2	32969.55				
1	10003.20325	65.338	66.347						M0R9I6_10003.18199	10003.18199	65.56028247	M0R9I6  (167-264)  	1.29e-05	760998.4	229616.3	133168	139928.3	68017.58			59495.68	
3	10003.9426	17.994	19.355												16337.23	8565.6	32018.58					
5	10004.2375	65.245	66.672											454047.5	168812.3	191852.3	118492.7	42305.72				
1	10007.82224	60.107	61.497	Cox6b1_4	10007.81875	60.295	D3ZD09  (2-86) [Acetyl] & [Plus2Oxy]	1.27e-12									646729.1					
17	10009.29665	58.079	59.697											888351.1	633057.25		470357.1	54592.97	35677.25	1221956		
1	10009.39885	26.411	27.38	Ptms_20	10009.43192	26.43833333	P04550  (2-88) [Acetyl]	2.21e-09	P04550_10009.43167	10009.43167	26.57244653	P04550  (2-88) N6-acetyl-L-lysine@1 RESID:55@2	1.62e-08	202165.3	106288.4		81681.04	50699		87108.62	64006.96	27447.78
6	10010.3935	26.177	27.609											77371.68	68029.845	27104.45	39033.57	82065.325		41858.53	65353.35	47074.73
3	10013.13696	30.641	31.983											174367.245	72927.08	53595.75	167557.45					
1	10014.1495	30.689	31.983	Arpp19_0	10014.18877	31.33116667	Q712U5-2  (1-89) [Acetyl]	0.004823561						321434.9	87266.92	42201.36	183440.6					
1	10015.14605	30.689	31.983											297706.8	80142.49	54055.3	147125.5					
1	10016.151	30.689	31.983											156313.1								
2	10018.18785	64.238	66.006											736525.7	157838.8	145937						27479.54
3	10020.18635	64.329	65.902											881354.65	150775.9	117441.45	21329.74				27799.87	
1	10021.2131	64.576	66.055											225062.3								
1	10023.79295	56.335	57.265	Sf3b5_0	10023.77842	56.72833333	D4A5T1  (2-86) [Acetyl]	8.5e-05	D4A5T1_10023.77831	10023.77831	56.69577643	D4A5T1  (2-86)  	0.275412302	2119038			53741.53					
2	10024.7397	56.067	57.265											918354.85								
6	10025.6057	85.472	86.672											90496.6		4493.89						
1	10029.1106	29.641	31.399															26637.46				
9	10038.02353	34.536	36.087											100446.825	70090.21	32541.62	150977.5	351957.1		42543.935		123830.1
12	10038.8037	62.365	64.067											1999088.5	372180.6	96601.28	289188	69108.54	21044.82	338705.65		
1	10039.8108	59.994	64.081											7865624	2626240					695018.2		
2	10041.7815	60.29	63.85											6092203	1625658.7					512495.2		
2	10052.98675	34.006	36														72836.07	218896.1				52938.595
1	10053.9953	34.062	35.375															173133.9				
3	10056.80191	60.334	62.062											670695.75	112752.155							
3	10057.5896	84.969	86.138											28725.88								
5	10062.4403	17.755	19.093											89342.27	57781.66		84073.76	68094.3		20445.81		
1	10067.2237	93.651	95.073	Ndufa3_0	10067.14282	94.1495	A0A0G2KAA3  (2-91) [Plus1Oxy]	6.92e-07						254549.3								
4	10068.1973	11.691	12.957												11126.97		12997.435					
5	10069.2265	93.627	94.997											173202.2								
1	10070.80538	62.782	64.509											675536.7								
2	10072.79465	61.422	63.709											729936.2	417203.9					44676		
1	10073.7966	61.005	64.225											954724.7								
1	10082.9168	24.638	26.64																		10654.39	
3	10084.2283	92.464	93.511											29628.52								
4	10085.8384	59.691	61.113											519166.9	276891.35							
1	10087.1753	15.802	17.127																			4689.61
5	10093.0298	64.224	65.495											765724.7			601011					
1	10096.9664	32.078	33.534												28981.86							
1	10099.2225	93.651	94.674											15922.59								
1	10100.2266	93.651	94.674											15603.71								
1	10105.5374	81.878	82.892											28277.26	29485.27						14314.44	
3	10107.5479	81.881	83.099											26148.365	32254.12						17133.555	
2	10108.2412	95.95	96.816											60653.04								
1	10109.242	95.991	96.816											55535.2								
1	10114.32055	60.146	61.78											879737.1	487686.5							
1	10115.34255	60.001	61.641											1350236	585682							
2	10116.87203	59.81	61.71											971962.3	315161.7							
1	10133.3736	36.813	38.298												69871.25							
4	10142.6197	29.312	30.654																	15113.08	42295.95	
10	10143.04375	63.935	65.633											3015340	768739.4							
1	10145.9481	16.121	17.564															7566.57				
7	10148.1932	11.729	12.795											29594.87	41375.765	21384.64	44320.095	46206.18		10261.35	7060.13	
3	10158.76835	78.308	79.305											152775.9	154797.1					16452.885	68116.81	
4	10160.057	63.9	65.177											2417771.5	1275163		232294.7					
1	10164.299	70.194	71.865	Pcsk1n_9	10164.31012	71.501	Q9QXU9  (121-218) 	2.01e-10	G3V6X7_10164.30983	10164.30983	71.25884236	G3V6X7  (121-218)  	7.93e-26								222915.6	
9	10165.2895	70.787	72.527																	1092611	377457.5	204394.4
1	10166.3692	36.546	37.852											61850.08								
1	10167.88805	36.546	38.526											62544.55	64823.23							
1	10169.35464	36.402	38.644												51742.14							
1	10170.2346	64.32	65.809											214619.7								
2	10172.2403	64.32	65.809											183346.85								
1	10175.3088	62.496	63.935														325427.2					
6	10183.2951	17.949	20.067																	9883.18	12884.55	19073.69
2	10186.22801	16.239	17.94												10744.965	12825.14	10992.7					
1	10188.15422	43.679	44.898															171034.8				
2	10189.18594	43.795	45.159														106581.9	255214.75				
4	10191.2131	43.75	45.186											79184.2			115364.7	295662.65				
2	10196.3081	84.819	85.946											76177.02	58273	16918.46	36182.02	17446.26		12374.84	24224.385	3334.58
1	10197.3108	84.969	85.51											76325.11	67695.98	17413.51	32978.2	17804.13		13601.25	23297.71	5803.74
1	10198.31125	84.969	85.51											73251.61	60537.29	16635.86	31877.55	16973		13108.43		
1	10199.31633	84.718	85.743															7594.72				
3	10201.3404	36.984	38.593												83410.49							
2	10206.19028	67.85	69.402											295996.6	94827.12							
10	10207.1862	43.818	45.071											308717.75	60076.9		320838	437072.2		128197.25		93086.82
15	10208.50813	56.786	58.001											36341565	3215254	1469310	1435483	400284.5	425161.5	704019.7	182811	196258
2	10213.3026	84.747	85.385											49205.43	39306.585	16459.32	31509.18	18692.25		14605.58	12894.2	2019.38
1	10214.3052	84.672	85.41											48527.8	38150.64	16730.12	29691.44	20262.23		11776.21	13446.05	
1	10215.3121	84.572	85.41											40942.41	28989.31		22809.39	12496.59				
1	10219.50965	17.93	19.096	Ptms_0	10219.56606	18.714	P04550  (14-102) 	1e-17	B3DM95_10219.56581	10219.56581	18.6701607	B3DM95  (14-102)  	3.14e-29	273049	44028.59	54047.81	77368.77	77159.22		39077.46	23978.1	
7	10221.70205	43.66	45.034											79595.57				240137.45				84275.855
15	10224.2196	56.074	57.964											10068000	1326722.5	1006302.35	356094.8	429805.9	87701.74		53689.58	
8	10227.2185	70.701	72.208															890233		462416.3	3273785	
12	10227.6456	16.571	17.729											345017.9	114869	157401	158843.6	202249.6	13035.225	90006.595	177569.95	71251.02
2	10229.1614	13.378	14.822												8028.01			6698.74				
2	10232.96228	16.334	17.863													9758.35		13953.36		10256.1	8794.74	
1	10233.9881	16.784	18.044																	7236.99		
1	10235.36242	11.047	12.066													57687.11	161487					
1	10236.3381	11.095	12.066						M0R5I3_10236.42142	10236.42142	11.50041747	M0R5I3  (2-96)  	163.1674424	123671.7	140548.8	71157.03	190995.6	123914.7		8948.45	6449.75	
3	10238.3663	11.108	12.071											164444.7	180124	52879.135	144962.915	163382		10071.13		
2	10238.4619	61.639	62.782											349241.4								
1	10238.4891	54.507	55.495						Q5M9F7_10238.48427	10238.48427	54.87790866	Q5M9F7  (83-174)  	1.94e-05	7894010								
9	10239.5015	54.463	55.785											8053070	1238570	1190524	601263.5		89233.19			
1	10242.2164	71.816	73.115																		2738048	
7	10245.749	71.706	73.208																	965214.05	2031324	
5	10246.3083	84.244	85.058											34335.55	9162.87	2533.5						
3	10247.8621	14.206	15.629																		21429.92	
1	10248.8934	14.238	15.687																		11301.97	
3	10253.0098	68.218	70.496											11814205.5	1344019	303183.6	2439904		43640.045	131056.9	411644.75	
1	10254.0193	68.186	71.468	Dynll2_9	10254.03555	68.6135	Q78P75  (2-89) [Acetyl]	1.49e-16	Q78P75_10254.03541	10254.03541	68.55571868	Q78P75  (2-89)  	5.41e-30	2059258	1219955				68875.24		254255.8	
5	10255.04176	68.31	70.545											18203555	6304168	205601.3	2393830		68444.07	359040.2	316528.315	
2	10255.2491	55.804	57.132											429674.7								
1	10258.1466	74.938	76.915											361444.2	313954.8							
1	10260.29135	16.981	19.539																	8300.3		6831.14
3	10261.12718	75.227	76.849											517074.4	371461.3							
2	10270.03852	66.568	68.25	Dynll1_1 & Dynll2_7	10270.07808 & 10270.00036	68.30566667 & 68.09966667	P63170  (2-89) [Acetyl] & Q78P75  (2-89) [Acetyl] & [Plus1Oxy]	7.56e-10 & 3.8e-11	P63170_10270.07794	10270.07794	66.40739538	P63170  (2-89)  	2.89e-27		194023.755							
8	10272.0689	66.806	69.63											9223315	2063895	202806.5	2048094		41602.32	164172.85	704065.65	
7	10272.53577	85.094	86.474											75245.01	66590.115	5703.76	26173.01				22368.07	
3	10273.7616	16.311	17.533											40493.245	31366.585	33873.5	15478.965	24920.74		13836.525		
1	10278.09875	67.248	69.44						Q9WV97_10278.10353	10278.10353	67.31285946	Q9WV97  (2-89) half cystine@1, half cystine@1 PSI-MOD:798@26|PSI-MOD:798@50	7e-08	240678.2	268601.4		88003.12		21497.33	35053.8	30087.06	
7	10279.06335	66.978	68.455											648656.3	305022.85		74645.73		22532.89	96833.39	36987.04	
1	10280.1133	68.026	70.305						Q9WV97_10280.11918	10280.11918	67.18906577	Q9WV97  (2-89)  	0.000318905	344405.4	162304.9					45258.34		
2	10281.6169	76.378	77.682											55226.72								
2	10282.08	69.113	71.943											342266.6						35532.05		
1	10285.98097	67.033	68.952	Dynll2_16 + Dynll2_14	10286.00388 + 10286.03637	67.987 + 70.22083333	Q78P75  (2-89) [Acetyl] & [Plus2Oxy] + Q78P75  (2-89) [Acetyl] & [Plus2Oxy]	1.19e-05 + 9.58e-12						4903003								
6	10287.5365	84.568	85.763											56017.63	16191.525		19388.33	4891.44		20342.6	16647.225	
10	10288.03258	67.855	71.09											4516479	2893732	135084.395	1130062			378573.9	296862.4	
1	10288.98452	16.451	17.451													9710.74						
1	10296.0893	69.725	71.444																	18487.21		
1	10299.5289	85.337	86.429												7967.19							
1	10299.98898	66.754	68.952											1621967	3044733							
1	10301.0283	65.85	71.248											11298350	6179250		1704632			720575		
2	10301.52623	84.078	85.67											28924.955	13507.25		26317.31	9485.18		35185.91	22581.77	
1	10302.0321	65.359	70.814	Dynll2_0	10301.97905	69.5525	Q78P75  (2-89) [Acetyl] & [47.9435]	9.09e-14						12798770	7735796	282611.6	2846059			533002.6		
3	10303.52813	84.248	85.361											32802.895	10847.19		29023.555	8191.04		29326.22	9386.26	
3	10303.98574	66.817	71.183											11206820	2056542		882946.65					
1	10307.2618	102.44	103.244	Lsm8_2	10307.26124	102.3135	B2RZB6  (2-96) [Acetyl]	1.69e-20	B2RZB6_10307.26106	10307.26106	102.2667449	B2RZB6  (2-96)  	9.31e-40	150808.5	42173.02	142632.9	16490.86	63041.73	28541.23	105677.3	175838.4	70534.3
9	10308.7254	102.505	103.164											134073.25	71522.255	110900.55	154141.4	68563.18	30172.56	58983.2	108907.3	54307.23
2	10310.0186	66.981	68.473											89975.12	45891.425							
1	10311.0903	68.61	72.575											407495	131536.7					23937.21		
1	10311.37565	93.651	94.875											25374.33	35547.44							
1	10312.1201	68.473	71.732						P63170_10312.0885	10312.0885	69.72757359	P63170  (2-89) N6-acetyl-L-lysine@1 RESID:55@34	2.232345272	520640.9	167448.6					52080.37		
2	10313.3911	93.651	94.774											14616.025	30750.83							
2	10314.0754	68.612	72.155											321868.2	119284.8					35284.68		
1	10315.331	10.935	12.108												18035.61							
1	10317.9452	65.711	67.138	LOC100361920_0	10317.97439	69.79316667	A0A0G2JU43  (2-89) [-47.2500]	4.04e-07						488325.8								
3	10318.32205	11.01	12.136												42577.39	12826.3	29951.32	69857.51				
5	10319.0082	67.243	70.952											2605366	3528747		651545.95					
1	10320.01888	69.091	70.372											1050735								
1	10321.32811	75.227	76.915											177149.7								
1	10322.24765	98.675	99.634	Lsm8_0	10322.21949	98.50966667	B2RZB6  (1-96) [Methyl] & [Acetyl]	7.88e-09						155850.3	7142	45206.07	26807.74	21137.13		39692.52	25570.48	4437.95
1	10322.3361	75.805	77.935											154947								
3	10323.2513	98.844	99.652											134476	4477.93	40737.345	20543.42	15569.72		52405.345	21703.16	7840.49
1	10327.8617	14.475	15.831																		11178.6	
3	10333.49615	65.674	70.138											8120097	6132862	102313.47	1239606.5					
4	10336.529	65.767	69.356											2601526	5358687		1174672					
1	10340.41565	83.327	84.09											6334.27	6475.88							
1	10341.4218	83.327	84.09											5514.37	7630.71							
7	10346.0766	69.71	71.302											766275.2	203659.15	25072.87	22220.33			22983.74		
3	10347.51895	16.216	17.868												25171.05	20660.66		23610.62	9806.98		28997.4	
3	10350.65093	58.492	59.542											3345673.5	462136.35	137016.3	584624.8			749251.2	256591.3	
4	10351.97556	67.398	70.088											1840164	983215.8							
1	10352.36672	95.908	96.816												17753.14							
2	10356.0061	62.472	65.249											6162813	2685115.5	228259.9	1312208		27150.6		714841.6	
1	10356.5114	62.794	64.628	Atp5mf_1	10356.53151	62.47616667	D3ZAF6  (2-88) [Acetyl]	3.22e-10	D3ZAF6_10356.53136	10356.53136	62.53659826	D3ZAF6  (2-88)  	5.77e-22	6001362	3570254	196849.2	1100676	115165.2	28949.75	99486.84	743648.2	
2	10358.14033	57.214	59.448											484596.6			193621.5			161820.4		
2	10358.51231	62.422	64.004											5317045	3843788		852417.2		17933.22		513456.8	
2	10360.2791	16.384	17.566														14380.505					
1	10365.02713	65.711	70.231	Dynll1_0	10365.94822	68.25266667	P63170  (1-89) [Acetyl] & [-35.1703]	4.27e-07	A0A0G2JU43_10365.2242	10365.2242	66.29243838	A0A0G2JU43  (2-89)  	0.463502014	6756482	4410371	290252.1						
11	10367.437	57.592	58.935											3849176	582432.85	299686.55	506587.1		75939.37	558017.1	532863.7	
4	10368.02454	66.534	69.768											5681758	4984540	247609.45	73592.825					
2	10374.3817	96.093	96.816											18145.59								
6	10374.5685	59.457	61.356											1009897	277124.5		223114.05			159383.5		
1	10381.2155	69.995	71.092	Sh3bgrl3_4	10381.24522	70.21633333	B2RZ27  (2-93) [Acetyl]	4.92e-16	B2RZ27_10381.24508	10381.24508	70.16267072	B2RZ27  (2-93)  	1.24e-39	9485742	2523753	4380525	5380434	4726170	1315754	4888766	1031969	577362.5
5	10381.93495	54.557	56.002											3660845		128471.6			28939.125			
11	10382.9748	69.825	71.062											13481779	5236545	3964579	5961640	5289919.5	1321170.5	4866024	2316955	6017731
2	10386.59465	83.412	84.81											110450.935	160916.3	32097	55190.67	22908.72		31450.49	79862.41	8688.09
2	10388.5936	83.502	84.711											119171.915	136588.75	28784.4	52244.615	24765.67		42304.975	90221.355	11077.57
1	10388.98625	60.228	62.99											882736.8	307495.2				12547.44		45675.9	
1	10389.27127	49.84	50.779											428934.7								
1	10397.2128	69.356	70.328	Sh3bgrl3_2	10397.20383	70.44133333	B2RZ27  (1-93) [Acetyl] & [-115.0819]	3.48e-10								543346.8	576812.9	486309.3	44893.98	895123.7	195285.1	548301.6
9	10398.9968	69.015	70.207											1430829	503241.7	719772.95	1057678	1101602.95	268189.4	858445	334292.7	647252.4
1	10400.11761	45.713	47.112											85931.33								
1	10408.507	85.873	87.158																	9105.65	24779.52	
2	10410.4904	85.512	87.326												25678.08						24945.22	
